,Time step,RMSE,Average variance,Number of cells sampled,Average time to complete a task,Maximum visits to a cell,Total distance travelled,Total idle time,Total waiting times,"Robot (5, 19) distance travelled","Robot (5, 19) idle time","Robot (5, 19) waiting time","Robot (16, 15) distance travelled","Robot (16, 15) idle time","Robot (16, 15) waiting time","Robot (4, 16) distance travelled","Robot (4, 16) idle time","Robot (4, 16) waiting time"
208,209,0.009012014415329443,5.962892776351827e-06,106,4.332576733927071,7.0,493,131,0,160,48,0,164,44,0,169,39,0
209,210,0.008954732119974457,5.7005052062062656e-06,107,4.357946712785423,7.0,495,132,0,161,48,0,164,45,0,170,39,0
210,211,0.008873471264516439,5.770723755654367e-06,108,4.347262952101661,7.0,497,133,0,162,48,0,165,45,0,170,40,0
211,212,0.008873471264516439,5.770723755654367e-06,108,4.347262952101661,7.0,500,133,0,163,48,0,166,45,0,171,40,0
212,213,0.008985322458443428,6.005681022374582e-06,110,4.330584811529934,7.0,501,135,0,163,49,0,167,45,0,171,41,0
213,214,0.008985322458443428,6.005681022374582e-06,110,4.330584811529934,7.0,504,135,0,164,49,0,168,45,0,172,41,0
214,215,0.008888635131425028,6.114673048061589e-06,111,4.305420274170274,7.0,506,136,0,165,49,0,169,45,0,172,42,0
215,216,0.008888635131425028,6.114673048061589e-06,111,4.274170274170274,7.0,508,137,0,165,50,0,170,45,0,173,42,0
216,217,0.00894626141884199,6.1418774904476416e-06,112,4.291005291005291,7.0,510,138,0,166,50,0,170,46,0,174,42,0
217,218,0.00894626141884199,6.1418774904476416e-06,112,4.291005291005291,7.0,513,138,0,167,50,0,171,46,0,175,42,0
218,219,0.00907639751927577,6.219917999527938e-06,114,4.241464701822758,7.0,514,140,0,167,51,0,171,47,0,176,42,0
219,220,0.00895736770257432,1.0693780059188299e-05,115,4.240726422014711,7.0,516,141,0,168,51,0,172,47,0,176,43,0
220,221,0.00895736770257432,1.0693780059188299e-05,115,4.240726422014711,7.0,519,141,0,169,51,0,173,47,0,177,43,0
221,222,0.00895736770257432,1.0693780059188299e-05,115,4.228546341842031,7.0,521,142,0,170,51,0,173,48,0,178,43,0
222,223,0.00895736770257432,1.0693780059188299e-05,115,4.228546341842031,7.0,524,142,0,171,51,0,174,48,0,179,43,0
223,224,0.00895736770257432,1.0693780059188299e-05,115,4.20124584717608,7.0,525,144,0,171,52,0,174,49,0,180,43,0
224,225,0.00895736770257432,1.0693780059188299e-05,115,4.20124584717608,7.0,528,144,0,172,52,0,175,49,0,181,43,0
225,226,0.00895736770257432,1.0693780059188299e-05,115,4.20124584717608,7.0,531,144,0,173,52,0,176,49,0,182,43,0
226,227,0.00895736770257432,1.0693780059188299e-05,115,4.20124584717608,7.0,534,144,0,174,52,0,177,49,0,183,43,0
227,228,0.008898850390635982,1.043621709972863e-05,117,4.219016697588127,7.0,535,146,0,175,52,0,177,50,0,183,44,0
228,229,0.008898850390635982,1.043621709972863e-05,117,4.219016697588127,7.0,538,146,0,176,52,0,178,50,0,184,44,0
229,230,0.008919012093976568,1.0321345121647516e-05,119,4.202659932659933,7.0,539,148,0,176,53,0,178,51,0,185,44,0
230,231,0.008919012093976568,1.0321345121647516e-05,119,4.202659932659933,7.0,542,148,0,177,53,0,179,51,0,186,44,0
231,232,0.008841926544508669,1.0176475508143025e-05,120,4.1940740740740745,7.0,544,149,0,178,53,0,180,51,0,186,45,0
232,233,0.008917659123513203,1.0228347611803047e-05,121,4.168048048048049,7.0,546,150,0,178,54,0,181,51,0,187,45,0
233,234,0.008917659123513203,1.0228347611803047e-05,121,4.168048048048049,7.0,549,150,0,179,54,0,182,51,0,188,45,0
234,235,0.008825778364845662,1.0198024215163977e-05,123,4.1374957000344,7.0,550,152,0,179,55,0,182,52,0,189,45,0
235,236,0.008825778364845662,1.0198024215163977e-05,123,4.129283139647927,7.0,552,153,0,180,55,0,183,52,0,189,46,0
236,237,0.008758869184324877,1.0049445997064672e-05,124,4.097569239512974,7.0,554,154,0,180,56,0,184,52,0,190,46,0
237,238,0.008758869184324877,1.0049445997064672e-05,124,4.037060214156585,7.0,555,156,0,180,57,0,185,52,0,190,47,0
238,239,0.008758869184324877,1.0049445997064672e-05,124,4.037060214156585,7.0,558,156,0,181,57,0,186,52,0,191,47,0
239,240,0.008758869184324877,1.0049445997064672e-05,124,3.9874760879961744,7.0,559,158,0,181,58,0,187,52,0,191,48,0
240,241,0.008720232769942032,9.924356041491364e-06,125,3.996651553053992,7.0,561,159,0,182,58,0,187,53,0,192,48,0
241,242,0.008618483097767015,9.768478671420177e-06,126,3.9695512820512815,7.0,563,160,0,182,59,0,188,53,0,193,48,0
242,243,0.00855321996491465,9.618783484888954e-06,127,3.9196315391741017,7.0,564,162,0,182,60,0,188,54,0,194,48,0
243,244,0.008486661365796542,9.456221655099918e-06,128,3.9129705414416756,7.0,566,163,0,183,60,0,189,54,0,194,49,0
244,245,0.008486661365796542,9.456221655099918e-06,128,3.888481464627017,7.0,568,164,0,183,61,0,190,54,0,195,49,0
245,246,0.008412865564401729,9.339728398959292e-06,129,3.8789310336929383,7.0,570,165,0,184,61,0,190,55,0,196,49,0
246,247,0.008412865564401729,9.339728398959292e-06,129,3.8658698092031423,7.0,572,166,0,185,61,0,191,55,0,196,50,0
247,248,0.008412865564401729,9.339728398959292e-06,129,3.8498765432098767,7.0,574,167,0,185,62,0,192,55,0,197,50,0
248,249,0.008412865564401729,9.339728398959292e-06,129,3.8406734006734005,7.0,576,168,0,186,62,0,192,56,0,198,50,0
249,250,0.008412865564401729,9.339728398959292e-06,129,3.8406734006734005,7.0,579,168,0,187,62,0,193,56,0,199,50,0
250,251,0.008412865564401729,9.339728398959292e-06,129,3.8406734006734005,7.0,582,168,0,188,62,0,194,56,0,200,50,0
251,252,0.00833382948422702,9.195714304961743e-06,130,3.8317989417989415,7.0,584,169,0,189,62,0,194,57,0,201,50,0
252,253,0.00833382948422702,9.195714304961743e-06,130,3.838857765328354,7.0,586,170,0,190,62,0,195,57,0,201,51,0
253,254,0.00833382948422702,9.195714304961743e-06,130,3.838857765328354,7.0,589,170,0,191,62,0,196,57,0,202,51,0
254,255,0.00825114564203967,9.023027753714686e-06,131,3.8302946909758053,7.0,591,171,0,192,62,0,196,58,0,203,51,0
255,256,0.008119515524668455,8.861897171810683e-06,132,3.851228668431522,7.0,593,172,0,192,63,0,197,58,0,204,51,0
256,257,0.008119515524668455,8.861897171810683e-06,132,3.851228668431522,8.0,596,172,0,193,63,0,198,58,0,205,51,0
257,258,0.008119515524668455,8.861897171810683e-06,132,3.851228668431522,8.0,599,172,0,194,63,0,199,58,0,206,51,0
258,259,0.007978667539054303,8.610598412881014e-06,133,3.8580159987482645,8.0,601,173,0,195,63,0,200,58,0,206,52,0
259,260,0.007978667539054303,8.610598412881014e-06,133,3.8612424556952294,8.0,603,174,0,196,63,0,200,59,0,207,52,0
260,261,0.007978667539054303,8.610598412881014e-06,133,3.8612424556952294,8.0,606,174,0,197,63,0,201,59,0,208,52,0
261,262,0.008002679267675068,8.603567919736389e-06,134,3.867101228436518,8.0,608,175,0,197,64,0,202,59,0,209,52,0
262,263,0.00793716576059229,8.491458267745487e-06,135,3.858918878933304,8.0,610,176,0,198,64,0,202,60,0,210,52,0
263,264,0.00793716576059229,8.491458267745487e-06,135,3.8591607754016155,8.0,612,177,0,199,64,0,203,60,0,210,53,0
264,265,0.00793716576059229,8.491458267745487e-06,135,3.8439420992786837,8.0,614,178,0,199,65,0,204,60,0,211,53,0
265,266,0.00793716576059229,8.491458267745487e-06,135,3.8439420992786837,8.0,617,178,0,200,65,0,205,60,0,212,53,0
266,267,0.00788851590860714,8.37842987797212e-06,136,3.831829357606194,8.0,619,179,0,201,65,0,206,60,0,212,54,0
267,268,0.007809108999259842,8.252479631499446e-06,137,3.8350308641975306,9.0,621,180,0,202,65,0,206,61,0,213,54,0
268,269,0.007727742147759411,8.09026815045679e-06,138,3.8272360796170317,9.0,623,181,0,202,66,0,207,61,0,214,54,0
269,270,0.007774449560169236,8.042699571978494e-06,139,3.8155638012780866,9.0,625,182,0,203,66,0,208,61,0,214,55,0
270,271,0.007774449560169236,8.042699571978494e-06,139,3.8155638012780866,9.0,628,182,0,204,66,0,209,61,0,215,55,0
271,272,0.007774449560169236,8.042699571978494e-06,139,3.8155638012780866,9.0,631,182,0,205,66,0,210,61,0,216,55,0
272,273,0.007658715407067069,7.853637608325185e-06,140,3.8074049291847882,9.0,632,184,0,206,66,0,210,62,0,216,56,0
273,274,0.007658715407067069,7.853637608325185e-06,140,3.8074049291847882,9.0,635,184,0,207,66,0,211,62,0,217,56,0
274,275,0.007658715407067069,7.853637608325185e-06,140,3.813255269320843,9.0,637,185,0,207,67,0,212,62,0,218,56,0
275,276,0.007658715407067069,7.853637608325185e-06,140,3.813255269320843,9.0,640,185,0,208,67,0,213,62,0,219,56,0
276,277,0.004433540519338284,4.433351519915009e-06,142,3.7877198621755284,9.0,641,187,0,208,68,0,214,62,0,219,57,0
277,278,0.004433540519338284,4.433351519915009e-06,142,3.7877198621755284,9.0,644,187,0,209,68,0,215,62,0,220,57,0
278,279,0.004433540519338284,4.433351519915009e-06,142,3.7763593226241787,9.0,645,189,0,209,69,0,215,63,0,221,57,0
279,280,0.004433540519338284,4.433351519915009e-06,142,3.7763593226241787,9.0,648,189,0,210,69,0,216,63,0,222,57,0
280,281,0.004436941181262749,4.321292389812451e-06,144,3.7584628015662496,9.0,649,191,0,211,69,0,216,64,0,222,58,0
281,282,0.004436941181262749,4.321292389812451e-06,144,3.7584628015662496,9.0,652,191,0,212,69,0,217,64,0,223,58,0
282,283,0.004424548770386799,4.268121702406226e-06,145,3.7458139920424407,9.0,654,192,0,213,69,0,217,65,0,224,58,0
283,284,0.004447989973947766,4.288911367524028e-06,146,3.7456930438082843,9.0,656,193,0,213,70,0,218,65,0,225,58,0
284,285,0.004447989973947766,4.288911367524028e-06,146,3.733433428423669,9.0,658,194,0,214,70,0,218,66,0,226,58,0
285,286,0.004416228518784296,4.2237274106675916e-06,147,3.7344075176502423,9.0,660,195,0,215,70,0,219,66,0,226,59,0
286,287,0.004406394908982974,4.180202692397413e-06,148,3.7225194057621303,9.0,662,196,0,216,70,0,219,67,0,227,59,0
287,288,0.004406394908982974,4.180202692397413e-06,148,3.7225194057621303,9.0,665,196,0,217,70,0,220,67,0,228,59,0
288,289,0.004489116133964402,4.258864460278613e-06,149,3.7224029370922023,9.0,667,197,0,217,71,0,221,67,0,229,59,0
289,290,0.004489116133964402,4.258864460278613e-06,149,3.7224029370922023,9.0,670,197,0,218,71,0,222,67,0,230,59,0
290,291,0.0042390748601839135,4.186544929790231e-06,151,3.721761562557582,9.0,671,199,0,219,71,0,222,68,0,230,60,0
291,292,0.00423216803149647,4.013491509623849e-06,152,3.7095281169908034,9.0,673,200,0,219,72,0,223,68,0,231,60,0
292,293,0.00423216803149647,4.013491509623849e-06,152,3.7095281169908034,9.0,676,200,0,220,72,0,224,68,0,232,60,0
293,294,0.00423216803149647,4.013491509623849e-06,152,3.7095281169908034,9.0,679,200,0,221,72,0,225,68,0,233,60,0
294,295,0.00423216803149647,4.013491509623849e-06,152,3.7079916815210936,9.0,681,201,0,222,72,0,225,69,0,234,60,0
295,296,0.00423216803149647,4.013491509623849e-06,152,3.7089024283334795,9.0,683,202,0,223,72,0,226,69,0,234,61,0
296,297,0.00423216803149647,4.013491509623849e-06,152,3.6977486914764177,9.0,685,203,0,224,72,0,226,70,0,235,61,0
297,298,0.00423216803149647,4.013491509623849e-06,152,3.6977486914764177,9.0,688,203,0,225,72,0,227,70,0,236,61,0
298,299,0.0042304119133875565,3.975174478479069e-06,153,3.6869136328152723,9.0,690,204,0,226,72,0,227,71,0,237,61,0
299,300,0.004226141243140878,3.919041983423949e-06,154,3.682418656612205,9.0,692,205,0,227,72,0,228,71,0,237,62,0
