,Time step,RMSE,Average variance,Number of cells sampled,Average time to complete a task,Maximum visits to a cell,Total distance travelled,Total idle time,Total waiting times,"Robot (8, 10) distance travelled","Robot (8, 10) idle time","Robot (8, 10) waiting time","Robot (5, 3) distance travelled","Robot (5, 3) idle time","Robot (5, 3) waiting time","Robot (18, 10) distance travelled","Robot (18, 10) idle time","Robot (18, 10) waiting time"
224,225,0.007615162360354258,0.009269532098136,104,4.8129897339199665,26.0,557,115,0,181,43,0,189,35,0,187,37,0
225,226,0.007596029635166237,0.009134920619521716,105,4.8046919624643,26.0,559,116,0,182,43,0,190,35,0,187,38,0
226,227,0.007596029635166237,0.009134920619521716,105,4.8046919624643,26.0,562,116,0,183,43,0,191,35,0,188,38,0
227,228,0.007596029635166237,0.009134920619521716,105,4.826714513556619,26.0,564,117,0,183,44,0,192,35,0,189,38,0
228,229,0.007577605801992571,0.008991322061720382,106,4.8017482517482515,26.0,566,118,0,184,44,0,193,35,0,189,39,0
229,230,0.007577605801992571,0.008991322061720382,106,4.8017482517482515,26.0,569,118,0,185,44,0,194,35,0,190,39,0
230,231,0.007577605801992571,0.008991322061720382,106,4.798044548044548,26.0,571,119,0,186,44,0,194,36,0,191,39,0
231,232,0.007577605801992571,0.008991322061720382,106,4.798044548044548,27.0,574,119,0,187,44,0,195,36,0,192,39,0
232,233,0.007551661298013038,0.008885555090100982,107,4.758505008505009,27.0,576,120,0,188,44,0,195,37,0,193,39,0
233,234,0.007551661298013038,0.008885555090100982,107,4.758505008505009,27.0,579,120,0,189,44,0,196,37,0,194,39,0
234,235,0.007551661298013038,0.008885555090100982,107,4.75978705978706,27.0,581,121,0,190,44,0,197,37,0,194,40,0
235,236,0.006940206564253141,0.008699543003456331,109,4.7521442495126704,27.0,582,123,0,190,45,0,197,38,0,195,40,0
236,237,0.006940206564253141,0.008699543003456331,109,4.7521442495126704,27.0,585,123,0,191,45,0,198,38,0,196,40,0
237,238,0.0074948549672290985,0.00851722459090638,111,4.693032329988852,27.0,586,125,0,191,46,0,198,39,0,197,40,0
238,239,0.0074948549672290985,0.00851722459090638,111,4.693032329988852,27.0,589,125,0,192,46,0,199,39,0,198,40,0
239,240,0.007480014845488171,0.008408721984098574,112,4.6637659175282415,27.0,590,127,0,192,47,0,200,39,0,198,41,0
240,241,0.007480014845488171,0.008408721984098574,112,4.6637659175282415,27.0,593,127,0,193,47,0,201,39,0,199,41,0
241,242,0.007465697655632029,0.00829185329021282,113,4.64645822522055,27.0,595,128,0,194,47,0,201,40,0,200,41,0
242,243,0.007451872844941343,0.008253856439552915,114,4.631978319783197,27.0,597,129,0,194,48,0,202,40,0,201,41,0
243,244,0.007451872844941343,0.008253856439552915,114,4.631978319783197,27.0,600,129,0,195,48,0,203,40,0,202,41,0
244,245,0.007451872844941343,0.008253856439552915,114,4.631978319783197,27.0,603,129,0,196,48,0,204,40,0,203,41,0
245,246,0.0074385262578415545,0.008159490959134694,115,4.633333333333333,27.0,605,130,0,197,48,0,205,40,0,203,42,0
246,247,0.0074385262578415545,0.008159490959134694,115,4.633333333333333,27.0,608,130,0,198,48,0,206,40,0,204,42,0
247,248,0.0074385262578415545,0.008159490959134694,115,4.633333333333333,27.0,611,130,0,199,48,0,207,40,0,205,42,0
248,249,0.007425639429700764,0.00808737377111209,116,4.641260162601625,27.0,613,131,0,200,48,0,207,41,0,206,42,0
249,250,0.007425639429700764,0.00808737377111209,116,4.641260162601625,27.0,616,131,0,201,48,0,208,41,0,207,42,0
250,251,0.007425639429700764,0.00808737377111209,116,4.641260162601625,27.0,619,131,0,202,48,0,209,41,0,208,42,0
251,252,0.007413194766703395,0.00796247118424646,117,4.642552152265709,27.0,621,132,0,203,48,0,210,41,0,208,43,0
252,253,0.007413194766703395,0.00796247118424646,117,4.642552152265709,27.0,624,132,0,204,48,0,211,41,0,209,43,0
253,254,0.007401173561666797,0.007838962695778528,118,4.613482384823848,27.0,626,133,0,205,48,0,212,41,0,209,44,0
254,255,0.007401173561666797,0.007838962695778528,118,4.613482384823848,27.0,629,133,0,206,48,0,213,41,0,210,44,0
255,256,0.007401173561666797,0.007838962695778528,118,4.585704607046071,27.0,631,134,0,207,48,0,214,41,0,210,45,0
256,257,0.007401173561666797,0.007838962695778528,118,4.6466456501299715,27.0,633,135,0,207,49,0,215,41,0,211,45,0
257,258,0.007363875209349535,0.007836351934796286,119,4.670068027210885,27.0,635,136,0,208,49,0,215,42,0,212,45,0
258,259,0.007363875209349535,0.007836351934796286,119,4.670068027210885,27.0,638,136,0,209,49,0,216,42,0,213,45,0
259,260,0.007365264491637979,0.00772797744613451,120,4.657990732524894,27.0,640,137,0,210,49,0,217,42,0,213,46,0
260,261,0.007365264491637979,0.00772797744613451,120,4.657990732524894,27.0,643,137,0,211,49,0,218,42,0,214,46,0
261,262,0.005855281583930952,0.00757856185972723,121,4.614319643740722,27.0,643,140,0,211,50,0,218,43,0,214,47,0
262,263,0.005855281583930952,0.00757856185972723,121,4.614319643740722,27.0,646,140,0,212,50,0,219,43,0,215,47,0
263,264,0.00734716077436823,0.007530099477482415,122,4.583488072211477,27.0,648,141,0,213,50,0,219,44,0,216,47,0
264,265,0.00734716077436823,0.007530099477482415,122,4.546619385342789,27.0,650,142,0,214,50,0,219,45,0,217,47,0
265,266,0.00734716077436823,0.007530099477482415,122,4.546619385342789,27.0,653,142,0,215,50,0,220,45,0,218,47,0
266,267,0.007334926298556559,0.007435550310450358,123,4.518600061671292,27.0,655,143,0,216,50,0,220,46,0,219,47,0
267,268,0.007322886556783924,0.00733636476308274,124,4.521702898550725,27.0,657,144,0,217,50,0,221,46,0,219,48,0
268,269,0.00731124308008614,0.007242316865606657,125,4.494875886524823,27.0,659,145,0,218,50,0,221,47,0,220,48,0
269,270,0.00731124308008614,0.007242316865606657,125,4.494875886524823,27.0,662,145,0,219,50,0,222,47,0,221,48,0
270,271,0.00731124308008614,0.007242316865606657,125,4.5021497960886485,27.0,663,147,0,219,51,0,223,47,0,221,49,0
271,272,0.00731124308008614,0.007242316865606657,125,4.483385020674937,27.0,665,148,0,220,51,0,223,48,0,222,49,0
272,273,0.00731124308008614,0.007242316865606657,125,4.483385020674937,27.0,668,148,0,221,51,0,224,48,0,223,49,0
273,274,0.00731124308008614,0.007242316865606657,125,4.466650326797385,27.0,670,149,0,222,51,0,225,48,0,223,50,0
274,275,0.007300765284968386,0.0071623514699993085,126,4.448651460584234,27.0,672,150,0,223,51,0,225,49,0,224,50,0
275,276,0.007300765284968386,0.0071623514699993085,126,4.448651460584234,27.0,675,150,0,224,51,0,226,49,0,225,50,0
276,277,0.00728192776456025,0.007082246943702282,127,4.424705882352941,27.0,677,151,0,225,51,0,226,50,0,226,50,0
277,278,0.007270837248027463,0.0068926409075554225,129,4.4260985419808945,27.0,678,153,0,225,52,0,227,50,0,226,51,0
278,279,0.007272224879921471,0.006810545840935638,130,4.403092006033183,27.0,680,154,0,226,52,0,227,51,0,227,51,0
279,280,0.007272224879921471,0.006810545840935638,130,4.403092006033183,27.0,683,154,0,227,52,0,228,51,0,228,51,0
280,281,0.007272224879921471,0.006810545840935638,130,4.403092006033183,27.0,686,154,0,228,52,0,229,51,0,229,51,0
281,282,0.006052687564290829,0.006709492792717506,131,4.387380593262946,27.0,688,155,0,229,52,0,229,52,0,230,51,0
282,283,0.006052687564290829,0.006709492792717506,131,4.387380593262946,27.0,691,155,0,230,52,0,230,52,0,231,51,0
283,284,0.006171290165460087,0.006646282631358573,132,4.365972755817373,27.0,693,156,0,231,52,0,230,53,0,232,51,0
284,285,0.006171290165460087,0.006646282631358573,132,4.365972755817373,27.0,696,156,0,232,52,0,231,53,0,233,51,0
285,286,0.006033621571148325,0.006513048397231244,134,4.361823361823362,27.0,697,158,0,233,52,0,231,54,0,233,52,0
286,287,0.006033621571148325,0.006513048397231244,134,4.361823361823362,27.0,700,158,0,234,52,0,232,54,0,234,52,0
287,288,0.006033621571148325,0.006513048397231244,134,4.361823361823362,27.0,703,158,0,235,52,0,233,54,0,235,52,0
288,289,0.005501379544413494,0.006441759686436914,135,4.397503090899317,27.0,705,159,0,235,53,0,234,54,0,236,52,0
289,290,0.006997276428133394,0.006440825777787002,136,4.38975898315521,27.0,707,160,0,236,53,0,234,55,0,237,52,0
290,291,0.006997276428133394,0.006440825777787002,136,4.38975898315521,27.0,710,160,0,237,53,0,235,55,0,238,52,0
291,292,0.007207974879339547,0.006381241171379064,137,4.373652291105121,27.0,711,162,0,238,53,0,235,56,0,238,53,0
292,293,0.007207974879339547,0.006381241171379064,137,4.373652291105121,27.0,714,162,0,239,53,0,236,56,0,239,53,0
293,294,0.007207974879339547,0.006381241171379064,137,4.373652291105121,27.0,717,162,0,240,53,0,237,56,0,240,53,0
294,295,0.007202216777157865,0.006234560816143928,139,4.345433815145831,27.0,718,164,0,241,53,0,237,57,0,240,54,0
295,296,0.007202216777157865,0.006234560816143928,139,4.321537868382371,27.0,720,165,0,242,53,0,237,58,0,241,54,0
296,297,0.007202216777157865,0.006234560816143928,139,4.300662447506951,27.0,722,166,0,243,53,0,238,58,0,241,55,0
297,298,0.006635986848273784,0.006919121505909758,140,4.283226250351291,27.0,724,167,0,244,53,0,238,59,0,242,55,0
298,299,0.006420393336019752,0.00683117527442576,141,4.263096380221421,27.0,726,168,0,245,53,0,239,59,0,242,56,0
299,300,0.006316492289038288,0.006927748038444088,142,4.246241389637616,27.0,728,169,0,246,53,0,239,60,0,243,56,0
