,0
Unnamed: 0,29.011491975882016
trial_num,29.011491975882016
Run,0.0
Average Variance,0.006342431728239591
Average time to complete a task,1.7352438124169132
Maximum visits to a cell,20.474423562142604
RMSE,0.002820964493011042
Step number,0.5
Total cells sampled,0.5
Total distance travelled,75.91706266736354
Total idle time,1.8162009411367068
Total waiting time,0.0
width,0.0
height,0.0
num_robots,0.0
