,Time step,RMSE,Average variance,Number of cells sampled,"Robot (15, 12) distance travelled","Robot (15, 12) idle time","Robot (15, 12) waiting time","Robot (79, 33) distance travelled","Robot (79, 33) idle time","Robot (79, 33) waiting time","Robot (111, 82) distance travelled","Robot (111, 82) idle time","Robot (111, 82) waiting time"
0,1,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0
1,2,23.412748613255882,19.048045760612027,3,0,1,0,0,1,0,0,1,0
2,3,23.412748613255882,19.048045760612027,3,1,1,0,1,1,0,1,1,0
3,4,23.392785972475515,14.497916279204508,4,1,2,0,2,1,0,2,1,0
4,5,23.392785972475515,14.497916279204508,4,1,3,0,3,1,0,3,1,0
5,6,23.392785972475515,14.497916279204508,4,1,4,0,4,1,0,4,1,0
6,7,23.392785972475515,14.497916279204508,4,1,5,0,5,1,0,5,1,0
7,8,23.392785972475515,14.497916279204508,4,1,6,0,6,1,0,6,1,0
8,9,23.392785972475515,14.497916279204508,4,1,7,0,7,1,0,7,1,0
9,10,23.392785972475515,14.497916279204508,4,1,8,0,8,1,0,8,1,0
10,11,23.392785972475515,14.497916279204508,4,1,9,0,9,1,0,9,1,0
11,12,23.392785972475515,14.497916279204508,4,1,10,0,10,1,0,10,1,0
12,13,23.392785972475515,14.497916279204508,4,1,11,0,11,1,0,11,1,0
13,14,23.392785972475515,14.497916279204508,4,1,12,0,12,1,0,12,1,0
14,15,23.392785972475515,14.497916279204508,4,1,13,0,13,1,0,13,1,0
15,16,23.392785972475515,14.497916279204508,4,1,14,0,14,1,0,14,1,0
16,17,23.392785972475515,14.497916279204508,4,1,15,0,15,1,0,15,1,0
17,18,23.392785972475515,14.497916279204508,4,1,16,0,16,1,0,16,1,0
18,19,23.392785972475515,14.497916279204508,4,1,17,0,17,1,0,17,1,0
19,20,23.392785972475515,14.497916279204508,4,1,18,0,18,1,0,18,1,0
20,21,23.392785972475515,14.497916279204508,4,1,19,0,19,1,0,19,1,0
21,22,23.392785972475515,14.497916279204508,4,1,20,0,20,1,0,20,1,0
22,23,23.392785972475515,14.497916279204508,4,1,21,0,21,1,0,21,1,0
23,24,23.392785972475515,14.497916279204508,4,1,22,0,22,1,0,22,1,0
24,25,23.392785972475515,14.497916279204508,4,1,23,0,23,1,0,23,1,0
25,26,23.392785972475515,14.497916279204508,4,1,24,0,24,1,0,24,1,0
26,27,23.392785972475515,14.497916279204508,4,1,25,0,25,1,0,25,1,0
27,28,23.392785972475515,14.497916279204508,4,1,26,0,26,1,0,26,1,0
28,29,23.392785972475515,14.497916279204508,4,1,27,0,27,1,0,27,1,0
29,30,23.392785972475515,14.497916279204508,4,1,28,0,28,1,0,28,1,0
30,31,23.392785972475515,14.497916279204508,4,1,29,0,29,1,0,29,1,0
31,32,23.392785972475515,14.497916279204508,4,1,30,0,30,1,0,30,1,0
