,Time step,RMSE,Average variance,Number of cells sampled,"Robot (2, 18) distance travelled","Robot (2, 18) idle time","Robot (2, 18) waiting time","Robot (1, 13) distance travelled","Robot (1, 13) idle time","Robot (1, 13) waiting time","Robot (13, 5) distance travelled","Robot (13, 5) idle time","Robot (13, 5) waiting time"
0,1,,,0,0,0,0,0,0,0,0,0,0
1,2,0.012746773149201767,6.202547857472394e-10,3,0,1,0,0,1,0,0,1,0
2,3,0.012746773149201767,6.202547857472394e-10,3,1,1,0,1,1,0,1,1,0
3,4,0.012746773149201767,6.202547857472394e-10,3,2,1,0,2,1,0,2,1,0
4,5,0.012746828150068265,6.027872706042342e-10,4,3,1,0,2,2,0,3,1,0
5,6,0.012746828150068265,6.027872706042342e-10,4,4,1,0,3,2,0,4,1,0
6,7,0.012746828150068265,6.027872706042342e-10,4,5,1,0,4,2,0,5,1,0
7,8,0.012746828150068265,6.027872706042342e-10,4,6,1,0,5,2,0,6,1,0
8,9,0.012746828150068265,6.027872706042342e-10,4,7,1,0,6,2,0,7,1,0
9,10,0.012746828150068265,6.027872706042342e-10,4,8,1,0,7,2,0,8,1,0
10,11,0.012746910129412764,5.594757814887291e-10,5,9,1,0,8,2,0,8,2,0
11,12,0.012746910129412764,5.594757814887291e-10,5,10,1,0,9,2,0,9,2,0
12,13,0.012746910129412764,5.594757814887291e-10,5,11,1,0,10,2,0,10,2,0
13,14,0.012746910129412764,5.594757814887291e-10,5,12,1,0,11,2,0,11,2,0
14,15,0.012746910129412764,5.594757814887291e-10,5,13,1,0,12,2,0,12,2,0
15,16,0.012746910129412764,5.594757814887291e-10,5,14,1,0,13,2,0,13,2,0
16,17,0.012746973119013487,3.933931203640454e-10,6,14,2,0,14,2,0,14,2,0
17,18,0.012746973119013487,3.933931203640454e-10,6,15,2,0,15,2,0,15,2,0
18,19,0.012746973119013487,3.933931203640454e-10,6,16,2,0,16,2,0,16,2,0
19,20,0.012412526019606428,5.1749772040045347e-05,7,17,2,0,17,2,0,16,3,0
20,21,0.012412526019606428,5.1749772040045347e-05,7,18,2,0,18,2,0,17,3,0
21,22,0.012412526019606428,5.1749772040045347e-05,7,19,2,0,19,2,0,18,3,0
22,23,0.012412526019606428,5.1749772040045347e-05,7,20,2,0,20,2,0,19,3,0
23,24,0.012412526019606428,5.1749772040045347e-05,7,21,2,0,21,2,0,20,3,0
24,25,0.012412526019606428,5.1749772040045347e-05,7,22,2,0,22,2,0,21,3,0
25,26,0.012412526019606428,5.1749772040045347e-05,7,23,2,0,23,2,0,22,3,0
26,27,0.012412526019606428,5.1749772040045347e-05,7,24,2,0,24,2,0,23,3,0
27,28,0.012477961933717245,4.245433274326423e-05,8,25,2,0,25,2,0,23,4,0
28,29,0.012477961933717245,4.245433274326423e-05,8,26,2,0,26,2,0,24,4,0
29,30,0.01240701376291066,3.828274463079037e-05,9,26,3,0,27,2,0,25,4,0
30,31,0.01240701376291066,3.828274463079037e-05,9,27,3,0,28,2,0,26,4,0
31,32,0.01240701376291066,3.828274463079037e-05,9,28,3,0,29,2,0,27,4,0
32,33,0.01240701376291066,3.828274463079037e-05,9,29,3,0,30,2,0,28,4,0
33,34,0.012520342741527572,4.908751231924595e-05,10,30,3,0,31,2,0,28,5,0
