,Time step,RMSE,Average variance,Number of cells sampled,"Robot (10, 9) distance travelled","Robot (10, 9) idle time","Robot (10, 9) waiting time","Robot (18, 6) distance travelled","Robot (18, 6) idle time","Robot (18, 6) waiting time","Robot (10, 14) distance travelled","Robot (10, 14) idle time","Robot (10, 14) waiting time"
0,1,,,0,0,0,0,0,0,0,0,0,0
1,2,0.060433366146864224,0.23682161544062624,3,0,1,0,0,1,0,0,1,0
2,3,0.060433366146864224,0.23682161544062624,3,1,1,0,1,1,0,1,1,0
3,4,0.060433366146864224,0.23682161544062624,3,2,1,0,2,1,0,2,1,0
4,5,0.060433366146864224,0.23682161544062624,3,3,1,0,3,1,0,3,1,0
5,6,0.060433366146864224,0.23682161544062624,3,4,1,0,4,1,0,4,1,0
6,7,0.060433366146864224,0.23682161544062624,3,5,1,0,5,1,0,5,1,0
7,8,0.060433366146864224,0.23682161544062624,3,6,1,0,6,1,0,6,1,0
8,9,0.060433366146864224,0.23682161544062624,3,7,1,0,7,1,0,7,1,0
9,10,0.03245519200192773,0.1521333427438183,4,7,2,0,8,1,0,8,1,0
10,11,0.03245519200192773,0.1521333427438183,4,8,2,0,9,1,0,9,1,0
11,12,0.03245519200192773,0.1521333427438183,4,9,2,0,10,1,0,10,1,0
12,13,0.03245519200192773,0.1521333427438183,4,10,2,0,11,1,0,11,1,0
13,14,0.03245519200192773,0.1521333427438183,4,11,2,0,12,1,0,12,1,0
14,15,0.041214057512484775,0.20135615227247086,5,12,2,0,12,2,0,13,1,0
15,16,0.041214057512484775,0.20135615227247086,5,13,2,0,13,2,0,14,1,0
16,17,0.041214057512484775,0.20135615227247086,5,14,2,0,14,2,0,15,1,0
17,18,0.041214057512484775,0.20135615227247086,5,15,2,0,15,2,0,16,1,0
18,19,0.041214057512484775,0.20135615227247086,5,16,2,0,16,2,0,17,1,0
19,20,0.041214057512484775,0.20135615227247086,5,17,2,0,17,2,0,18,1,0
20,21,0.041214057512484775,0.20135615227247086,5,18,2,0,18,2,0,19,1,0
21,22,0.024598017982236913,0.16778658435629082,6,19,2,0,18,3,0,20,1,0
22,23,0.020474924614997458,0.12681817451839833,7,20,2,0,19,3,0,20,2,0
23,24,0.020474924614997458,0.12681817451839833,7,21,2,0,20,3,0,21,2,0
24,25,0.020474924614997458,0.12681817451839833,7,22,2,0,21,3,0,22,2,0
25,26,0.020474924614997458,0.12681817451839833,7,23,2,0,22,3,0,23,2,0
26,27,0.016450980425941727,0.1083730927884704,8,24,2,0,22,4,0,24,2,0
27,28,0.016450980425941727,0.1083730927884704,8,25,2,0,23,4,0,25,2,0
28,29,0.016450980425941727,0.1083730927884704,8,26,2,0,24,4,0,26,2,0
29,30,0.016450980425941727,0.1083730927884704,8,27,2,0,25,4,0,27,2,0
30,31,0.016450980425941727,0.1083730927884704,8,28,2,0,26,4,0,28,2,0
31,32,0.016450980425941727,0.1083730927884704,8,29,2,0,27,4,0,29,2,0
32,33,0.014328186574115307,0.0749562010413301,9,30,2,0,27,5,0,30,2,0
33,34,0.00944148435474467,0.070202792042987,10,30,3,0,28,5,0,31,2,0
34,35,0.00944148435474467,0.070202792042987,10,31,3,0,29,5,0,32,2,0
35,36,0.00944148435474467,0.070202792042987,10,32,3,0,30,5,0,33,2,0
36,37,0.00944148435474467,0.070202792042987,10,33,3,0,31,5,0,34,2,0
37,38,0.00944148435474467,0.070202792042987,10,34,3,0,32,5,0,35,2,0
38,39,0.00944148435474467,0.070202792042987,10,35,3,0,33,5,0,36,2,0
39,40,0.00944148435474467,0.070202792042987,10,36,3,0,34,5,0,37,2,0
40,41,0.007558786344114626,0.06660829570120985,11,37,3,0,35,5,0,37,3,0
41,42,0.007558786344114626,0.06660829570120985,11,38,3,0,36,5,0,38,3,0
42,43,0.007558786344114626,0.06660829570120985,11,39,3,0,37,5,0,39,3,0
43,44,0.007583211938732018,0.058289616130005106,12,40,3,0,37,6,0,40,3,0
44,45,0.007583211938732018,0.058289616130005106,12,41,3,0,38,6,0,41,3,0
45,46,0.007583211938732018,0.058289616130005106,12,42,3,0,39,6,0,42,3,0
46,47,0.007583211938732018,0.058289616130005106,12,43,3,0,40,6,0,43,3,0
47,48,0.007583211938732018,0.058289616130005106,12,44,3,0,41,6,0,44,3,0
48,49,0.017661347075488543,0.06848649540560046,13,44,4,0,42,6,0,45,3,0
49,50,0.017661347075488543,0.06848649540560046,13,45,4,0,43,6,0,46,3,0
50,51,0.017661347075488543,0.06848649540560046,13,46,4,0,44,6,0,47,3,0
51,52,0.017661347075488543,0.06848649540560046,13,47,4,0,45,6,0,48,3,0
52,53,0.017661347075488543,0.06848649540560046,13,48,4,0,46,6,0,49,3,0
53,54,0.016255096680132353,0.06347484518463965,14,49,4,0,47,6,0,49,4,0
54,55,0.016255096680132353,0.06347484518463965,14,50,4,0,48,6,0,50,4,0
55,56,0.016255096680132353,0.06347484518463965,14,51,4,0,49,6,0,51,4,0
56,57,0.016255096680132353,0.06347484518463965,14,52,4,0,50,6,0,52,4,0
57,58,0.004761117100925436,0.046076336839840554,15,52,5,0,51,6,0,53,4,0
58,59,0.004943915797146742,0.03517463312872447,16,52,6,0,52,6,0,54,4,0
59,60,0.004079602060839782,0.03345811877121121,17,53,6,0,52,7,0,55,4,0
60,61,0.004079602060839782,0.03345811877121121,17,54,6,0,53,7,0,56,4,0
61,62,0.004079602060839782,0.03345811877121121,17,55,6,0,54,7,0,57,4,0
62,63,0.0042859792917082275,0.02983365288916173,18,56,6,0,54,8,0,58,4,0
63,64,0.0042859792917082275,0.02983365288916173,18,57,6,0,55,8,0,59,4,0
64,65,0.0042859792917082275,0.02983365288916173,18,58,6,0,56,8,0,60,4,0
65,66,0.0042859792917082275,0.02983365288916173,18,59,6,0,57,8,0,61,4,0
66,67,0.0042859792917082275,0.02983365288916173,18,60,6,0,58,8,0,61,5,0
67,68,0.0042859792917082275,0.02983365288916173,18,61,6,0,59,8,0,62,5,0
68,69,0.0042859792917082275,0.02983365288916173,18,62,6,0,60,8,0,63,5,0
69,70,0.004219052070162526,0.027196077475310217,19,62,7,0,61,8,0,64,5,0
70,71,0.0023797714909132624,0.03062507730393052,20,63,7,0,61,9,0,65,5,0
71,72,0.0023797714909132624,0.03062507730393052,20,64,7,0,62,9,0,66,5,0
72,73,0.0023797714909132624,0.03062507730393052,20,65,7,0,63,9,0,67,5,0
73,74,0.018969152240327084,0.06156562550757436,21,66,7,0,63,10,0,68,5,0
74,75,0.018969152240327084,0.06156562550757436,21,67,7,0,64,10,0,69,5,0
75,76,0.018969152240327084,0.06156562550757436,21,68,7,0,65,10,0,70,5,0
76,77,0.017682949484739682,0.06149654399662653,22,69,7,0,66,10,0,70,6,0
77,78,0.017682949484739682,0.06149654399662653,22,70,7,0,67,10,0,71,6,0
78,79,0.017682949484739682,0.06149654399662653,22,71,7,0,68,10,0,72,6,0
79,80,0.017682949484739682,0.06149654399662653,22,72,7,0,69,10,0,73,6,0
