,Time step,RMSE,Average variance,Number of cells sampled,"Robot (16, 5) distance travelled","Robot (16, 5) idle time","Robot (16, 5) waiting time","Robot (1, 6) distance travelled","Robot (1, 6) idle time","Robot (1, 6) waiting time","Robot (8, 9) distance travelled","Robot (8, 9) idle time","Robot (8, 9) waiting time"
0,1,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0
1,2,17.711047546489358,325.70097244880435,3,0,1,0,0,1,0,0,1,0
2,3,17.711047546489358,325.70097244880435,3,1,1,0,1,1,0,0,2,0
3,4,17.711047546489358,325.70097244880435,3,2,1,0,2,1,0,0,3,0
4,5,17.711047546489358,325.70097244880435,3,3,1,0,3,1,0,0,4,0
5,6,17.711047546489358,325.70097244880435,3,4,1,0,4,1,0,0,5,0
6,7,17.711047546489358,325.70097244880435,3,5,1,0,5,1,0,0,6,0
7,8,17.711047546489358,325.70097244880435,3,6,1,0,6,1,0,0,7,0
8,9,17.711047546489358,325.70097244880435,3,7,1,0,7,1,0,0,8,0
9,10,17.711047546489358,325.70097244880435,3,8,1,0,8,1,0,0,9,0
10,11,17.711047546489358,325.70097244880435,3,9,1,0,9,1,0,0,10,0
11,12,17.711047546489358,325.70097244880435,3,10,1,0,10,1,0,0,11,0
12,13,17.317572457218382,147.06050468203492,4,11,1,0,10,2,0,0,12,0
13,14,17.317572457218382,147.06050468203492,4,12,1,0,10,3,0,0,13,0
14,15,17.317572457218382,147.06050468203492,4,13,1,0,10,4,0,0,14,0
15,16,17.317572457218382,147.06050468203492,4,14,1,0,10,5,0,0,15,0
16,17,17.317572457218382,147.06050468203492,4,15,1,0,10,6,0,0,16,0
17,18,17.317572457218382,147.06050468203492,4,16,1,0,10,7,0,0,17,0
18,19,17.29084941638865,217.3510060562641,5,16,2,0,11,7,0,1,17,0
19,20,17.29084941638865,217.3510060562641,5,17,2,0,12,7,0,2,17,0
20,21,17.29084941638865,217.3510060562641,5,18,2,0,13,7,0,3,17,0
21,22,17.29084941638865,217.3510060562641,5,19,2,0,14,7,0,4,17,0
22,23,17.29084941638865,217.3510060562641,5,20,2,0,15,7,0,5,17,0
23,24,17.29084941638865,217.3510060562641,5,21,2,0,16,7,0,6,17,0
24,25,17.29084941638865,217.3510060562641,5,22,2,0,17,7,0,7,17,0
25,26,17.29084941638865,217.3510060562641,5,23,2,0,18,7,0,8,17,0
26,27,18.049856852559536,159.30546320266748,6,24,2,0,18,8,0,9,17,0
27,28,18.7126359699169,104.8005191216565,8,24,3,0,19,8,0,9,18,0
28,29,18.7126359699169,104.8005191216565,8,25,3,0,20,8,0,10,18,0
29,30,18.7126359699169,104.8005191216565,8,26,3,0,21,8,0,11,18,0
30,31,18.7126359699169,104.8005191216565,8,27,3,0,22,8,0,12,18,0
31,32,18.7126359699169,104.8005191216565,8,28,3,0,23,8,0,13,18,0
32,33,18.7126359699169,104.8005191216565,8,29,3,0,24,8,0,14,18,0
33,34,18.7126359699169,104.8005191216565,8,30,3,0,25,8,0,15,18,0
34,35,18.7126359699169,104.8005191216565,8,31,3,0,26,8,0,16,18,0
35,36,18.836655992557436,110.79352897169093,9,32,3,0,26,9,0,17,18,0
36,37,18.836655992557436,110.79352897169093,9,33,3,0,26,10,0,18,18,0
37,38,18.423893213657344,100.9284682104616,10,33,4,0,27,10,0,19,18,0
38,39,18.423893213657344,100.9284682104616,10,34,4,0,28,10,0,20,18,0
39,40,18.423893213657344,100.9284682104616,10,35,4,0,29,10,0,21,18,0
40,41,18.05933593958019,110.75533291564126,11,36,4,0,30,10,0,21,19,0
41,42,18.05933593958019,110.75533291564126,11,37,4,0,31,10,0,22,19,0
42,43,18.05933593958019,110.75533291564126,11,38,4,0,32,10,0,23,19,0
43,44,18.87077667883989,99.2909891525261,13,38,5,0,33,10,0,23,20,0
44,45,18.87077667883989,99.2909891525261,13,39,5,0,34,10,0,24,20,0
45,46,18.29859947882829,105.93064177803637,15,39,6,0,35,10,0,24,21,0
46,47,18.29859947882829,105.93064177803637,15,40,6,0,36,10,0,25,21,0
47,48,18.30484246978557,103.987683364153,16,40,7,0,37,10,0,26,21,0
48,49,18.271063101108602,98.84317800478486,18,41,7,0,37,11,0,26,22,0
49,50,18.271063101108602,98.84317800478486,18,42,7,0,37,12,0,27,22,0
50,51,18.271063101108602,98.84317800478486,18,43,7,0,37,13,0,28,22,0
51,52,18.271063101108602,98.84317800478486,18,44,7,0,37,14,0,29,22,0
52,53,18.251933148023436,101.30824966757312,19,45,7,0,37,15,0,29,23,0
53,54,18.251933148023436,101.30824966757312,19,46,7,0,37,16,0,30,23,0
54,55,18.251933148023436,101.30824966757312,19,47,7,0,37,17,0,31,23,0
55,56,18.251933148023436,101.30824966757312,19,48,7,0,37,18,0,32,23,0
56,57,18.251933148023436,101.30824966757312,19,49,7,0,37,19,0,33,23,0
57,58,18.251933148023436,101.30824966757312,19,50,7,0,37,20,0,34,23,0
58,59,16.98666814417914,179.88209410250573,20,50,8,0,38,20,0,35,23,0
59,60,16.98666814417914,179.88209410250573,20,51,8,0,39,20,0,36,23,0
60,61,17.616124036186186,188.46725071442475,21,52,8,0,40,20,0,36,24,0
61,62,17.616124036186186,188.46725071442475,21,53,8,0,41,20,0,37,24,0
62,63,17.616124036186186,188.46725071442475,21,54,8,0,42,20,0,38,24,0
63,64,17.616124036186186,188.46725071442475,21,55,8,0,43,20,0,39,24,0
64,65,17.621229191727874,179.89525963637152,22,55,9,0,44,20,0,40,24,0
65,66,17.48342963199549,192.05998119257137,23,56,9,0,45,20,0,40,25,0
66,67,17.48342963199549,192.05998119257137,23,57,9,0,46,20,0,41,25,0
67,68,17.48342963199549,192.05998119257137,23,58,9,0,47,20,0,42,25,0
68,69,17.48342963199549,192.05998119257137,23,59,9,0,48,20,0,43,25,0
69,70,17.409372479365047,197.30731025101312,24,59,10,0,49,20,0,44,25,0
70,71,17.409372479365047,197.30731025101312,24,60,10,0,50,20,0,45,25,0
71,72,17.409372479365047,197.30731025101312,24,61,10,0,51,20,0,46,25,0
72,73,17.409372479365047,197.30731025101312,24,62,10,0,52,20,0,47,25,0
73,74,17.409372479365047,197.30731025101312,24,63,10,0,53,20,0,48,25,0
