,0
Unnamed: 0,29.011491975882016
trial_num,29.011491975882016
Run,0.0
Average Variance,0.00653337421763692
Average time to complete a task,1.710354609251436
Maximum visits to a cell,22.880012008190675
RMSE,0.0017839526429386293
Step number,0.6681045100608409
Total cells sampled,0.6681045100608409
Total distance travelled,71.31085669677712
Total idle time,0.2876234912646614
Total waiting time,0.0
width,0.0
height,0.0
num_robots,0.0
